English word,Greek words,Synsets
Tremendous,"μέγιστος, ἀμήχανος, δεινός, ὑπερφυής, φοβερός, ὑπέρπολυς, ἔμφοβος, φρικώδης, δύσχιμος",extraordinarily large in size or extent or amount or power or degree; ; ; ; - Walter Lippman
,,extraordinarily good or great ; used especially as intensifiers
,,extreme in degree or extent or amount or impact
Tremendously,"ἐξόχως, σφόδρα, ὑπερφυῶς, ὑπερβαλλόντως, μάλα, ἀμηχάνως, δεινῶς, διαφερόντως",extremely
Tremor,"σφαδασμός, σπασμός, τρόμος, σπαραγμός",an involuntary vibration (as if from illness or fear)
,,a small earthquake
,,shaking or trembling (usually resulting from weakness or stress or disease)
,,shake with seismic vibrations
Tremulous,τρομερός,(of the voice) quivering as from weakness or fear
Trench,"ταφρεία, ψαύειν, ταφρεύειν, αὐλών, ἅπτεσθαι, τάφρος, ὄρυγμα",a ditch dug as a fortification having a parapet of the excavated earth
,,a long steep-sided depression in the ocean floor
,,any long ditch cut in the ground
,,impinge or infringe upon
,,fortify by surrounding with trenches
,,cut or carve deeply into
,,"set, plant, or bury in a trench"
,,"cut a trench in, as for drainage"
,,dig a trench or trenches
Trenchant,"σφοδρός, ἰσχυρός, πικρός","having keenness and forcefulness and penetration in thought, expression, or intellect"
,,characterized by or full of force and vigor
,,clearly or sharply defined to the mind
Trenchantly,"σφόδρα, πικρῶς, ἰσχυρῶς",in a vigorous and effective manner
Trencher,σανίδιον,someone who digs trenches
,,a wooden board or platter on which food is served or carved
Trencherman,γάστρις,a person who is devoted to eating and drinking to excess
Trend,φέρεσθαι,a general direction in which something tends to move
,,general line of orientation
,,a general tendency to change (as of opinion)
,,the popular taste at a given time
,,turn sharply; change direction abruptly
Trepidation,"ταραγμός, ταραχή, θόρυβος, φόβος, ἔκπληξις, δέος, δεῖμα",a feeling of alarm or dread
Trespass,"ἀδίκημα, ἐπεργασία, ἀδικία, ἁμαρτία, πλεονεξία","a wrongful interference with the possession of property (personal property as well as realty), or the action instituted to recover damages"
,,entry to another's property without right or permission
,,enter unlawfully on someone's property
,,make excessive use of
,,break the law
,,commit a sin; violate a law of God or a moral law
,,pass beyond (limits or boundaries)
Tress,"φόβη, βόστρυχος, πλόκος, πλόκαμος",a hairdo formed by braiding or twisting the hair
Trestle,κιλλίβας,a supporting tower used to support a bridge
,,sawhorses used in pairs to support a horizontal tabletop
Triad,τριάς,the cardinal number that is the sum of one and one and one
,,a set of three similar things considered as a unit
,,three people considered as a unit
,,a three-note major or minor chord; a note and its third and fifth tones
Trial,"πεῖρα, κρίνεσθαι, ἀγών, ἄγκρισις, διαπειρᾶσθαι, ἐξελέγχειν, ἐλέγχειν, ἀνάκρισις, πειρᾶσθαι, ἐκπειρᾶσθαι, ἅμιλλα, δίκη, γραφή, διακωδωνίζειν, πόνος, δικάζεσθαι, ἔλεγχος, ἀγωνίζεσθαι, κρίσις, ἄκριτος, ἐλέγχεσθαι, διάπειρα, κωδωνίζειν, ἆθλος, ἀποπειρᾶσθαι",the act of testing something
,,trying something to find out about it
,,the act of undergoing testing
,,(law) the determination of a person's innocence or guilt by due process of law
,,(sports) a preliminary competition to determine qualifications
,,an annoying or frustrating or catastrophic event
Triangle,"τρίγωνον, τρίγωνος",a three-sided polygon
,,something approximating the shape of a triangle
,,a small northern constellation near Perseus between Andromeda and Aries
,,any of various triangular drafting instruments used to draw straight lines at specified angles
,,a percussion instrument consisting of a metal bar bent in the shape of an open triangle
Tribe,"σπέρμα, ἔθνος, ὄχλος, γένος, φῦλον, ἐπιφύλιος, φυλή",a social division of (usually preliterate) people
,,a federation (as of American Indians)
,,(biology) a taxonomic category between a genus and a subfamily
,,group of people related by blood or marriage
Tribesman,φυλέτης,someone who lives in a tribe
Tribulation,"πόνοι, δυσπραξία, κακόν, ἀγών",an annoying or frustrating or catastrophic event
Tribunal,"βάθρον, ψῆφος, δικαστήριον, βῆμα",an assembly (including one or more judges) to conduct judicial business
Tribune,"δήμαρχος, δημαρχεῖν, χιλίαρχος",(ancient Rome) an official elected by the plebeians to protect their interests
,,the apse of a Christian church that contains the bishop's throne
Tributary,ἐκβάλλειν,a branch that flows into the main stream
,,(of a stream) flowing into a larger stream
,,paying tribute
,,tending to bring about; being partly responsible for
Tribute,"ὑποτελεῖν, σύνταξις, δασμός, φορά, φόρος",something given or done as an expression of esteem
,,payment by one nation for protection by another
,,payment extorted by gangsters on threat of violence
Trick,"κλέπτειν, δολοῦν, παρακρούεσθαι, φενακίζειν, παραπατᾶν, ἐξαπατᾶν, ἀπατᾶν, ἐκκλέπτειν, φηλοῦν",a cunning or deceitful action or device
,,a period of work or duty
,,an attempt to get you to do something foolish or imprudent
,,a ludicrous or grotesque act done for fun and amusement
,,an illusory feat; considered magical by naive observers
,,a prostitute's customer
,,"(card games) in a single round, the sequence of cards played by all the players; the high card is the winner"
,,deceive somebody
Trickery,"γοητεία, παράκρουσις, ἐξαπάτη, ἀπάτη, φενακισμός",verbal misrepresentation intended to take advantage of you in some way
,,the use of tricks to deceive someone (usually to extract money from them)
Trickle,"στάγμα, ἐπιρροή, σταγών",flowing in drops; the formation and falling of drops of liquid
,,"run or flow slowly, as in drops or in an unsteady stream"
Trickster,"φέναξ, φηλήτης, ἀπατεών, σοφιστής, ἀγύρτης, μάγος, γόης",someone who plays practical jokes on others
,,someone who leads you to believe something that is not true
,,a mischievous supernatural being found in the folklore of many primitive people; sometimes distinguished by prodigious biological drives and exaggerated bodily parts
Tricky,"σφαλερός, ἀπατηλός, δόλιος",not to be trusted; - James Agee
,,having concealed difficulty
,,marked by skill in deception
Trident,"χρυσοτρίαινος, τρίαινα",a spear with three prongs
Tried,"πιστός, ἔμπειρος, βέβαιος",make an effort or attempt
,,"put to the test, as for its quality, or give experimental use to"
,,put on trial or hear a case and sit as the judge at the trial of
,,take a sample of
,,examine or hear (evidence or a case) by judicial process
,,give pain or trouble to
,,test the limits of
,,melt (fat or lard) in order to separate out impurities
,,put on a garment in order to see whether it fits and looks nice
,,tested and proved useful or correct
,,tested and proved to be reliable
Triennial,"τριετηρίς, τριετής",the 300th anniversary (or the celebration of it)
,,occurring every third year or lasting 3 years
Trifle,"ὑθλεῖν, προσπαίζειν, παίζειν, λεπτουργεῖν, λεπτολογεῖν, ληρεῖν, φλυαρεῖν","a cold pudding made of layers of sponge cake spread with fruit or jelly; may be decorated with nuts, cream, or chocolate"
,,a detail that is considered insignificant
,,something of small importance
,,waste time; spend one's time idly or inefficiently
,,act frivolously
,,consider not very seriously
Trifler,ἀδολέσχης,one who behaves lightly or not seriously
Trifling,"ῥᾳθυμία, παιδιά, μικρολογία, λῆρος, διατριβή, φλυαρία, ἀδολεσχία",the deliberate act of delaying and playing instead of working
,,waste time; spend one's time idly or inefficiently
,,act frivolously
,,consider not very seriously
,,not worth considering
Trim,"κοσμεῖν, ἐπανισοῦν, ποικίλλειν, ὀρθοῦν, αὐτομολεῖν, κείρειν, ἐπαμφοτερίζειν",a state of arrangement or appearance
,,a decoration or adornment on a garment
,,attitude of an aircraft in flight when allowed to take its own orientation
,,cutting down to the desired size or shape
,,remove the edges from and cut down to the desired size
,,"decorate, as with ornaments"
,,cut down on; make a reduction in
,,balance in flight by regulating the control surfaces
,,be in equilibrium during a flight
,,"decorate (food), as with parsley or other ornamental foods"
,,"cultivate, tend, and cut back the growth of"
,,cut closely
,,adjust (sails on a ship) so that the wind is optimally used
,,thin and fit
,,of places; characterized by order and neatness; free from disorder
,,neat and smart in appearance
,,severely simple in line or design
Trimly,κοσμίως,in a trim manner
Trimming,"κουρά, τά, κράσπεδα, κόσμος",the act of adding decoration
,,a decoration or adornment on a garment
,,cutting down to the desired size or shape
,,remove the edges from and cut down to the desired size
,,"decorate, as with ornaments"
,,cut down on; make a reduction in
,,balance in flight by regulating the control surfaces
,,be in equilibrium during a flight
,,"decorate (food), as with parsley or other ornamental foods"
,,"cultivate, tend, and cut back the growth of"
,,cut closely
,,adjust (sails on a ship) so that the wind is optimally used
Trimness,"εὐκοσμία, κοσμιότης",a state of arrangement or appearance
Trinket,"λίθος, χρυσός, κόσμος",cheap showy jewelry or ornament on clothing
Trip,"ἀποδημεῖν, πταῖσμα, ἀποδημία, πορεία",a journey for some purpose (usually including the return)
,,a hallucinatory experience induced by drugs
,,an accidental misstep threatening (or causing) a fall
,,an exciting or stimulating experience
,,a catch mechanism that acts as a switch
,,a light or nimble tread
,,an unintentional but embarrassing blunder
,,miss a step and fall or nearly fall
,,cause to stumble
,,make a trip for pleasure
,,put in motion or move to act
,,"get high, stoned, or drugged"
Triple,"τρίμοιρος, τριπλοῦς, τρισώματος, τρίπτυχος, τριπλάσιος",a base hit at which the batter stops safely at third base
,,a set of three similar things considered as a unit
,,a quantity that is three times as great as another
,,increase threefold
,,hit a three-base hit
,,having three units or components or elements
,,three times as great or many
Tripod,τρίπους,a three-legged rack used for support
Tripping,"εὔγλωσσος, εὔτροχος, εὔπορος",miss a step and fall or nearly fall
,,cause to stumble
,,make a trip for pleasure
,,put in motion or move to act
,,"get high, stoned, or drugged"
,,characterized by a buoyant rhythm
,,moving easily and quickly; nimble
Trireme,"τριήρης, τριηρικός, τριηροποιός, τριήραρχος",ancient Greek or Roman galley or warship having three tiers of oars on each side
Trite,"ἀρχαιολογεῖν, ἕωλος, ἀρχαῖος, παλαιός",repeated too often; overfamiliar through overuse
Triumph,"γεγηθέναι, ἐπικρατεῖν, μεγαλαυχεῖσθαι, ἥδεσθαι, νικᾶν, ἱστάναι, τροπαῖον, χαίρειν, ἐπιχαίρειν, κρατεῖν, αὐχεῖν",a successful ending of a struggle or contest
,,the exultation of victory
,,prove superior
,,be ecstatic with joy
,,dwell on with satisfaction
,,to express great joy
Triumphal,"νικηφόρος, καλλίνικος",relating to or celebrating a triumph
,,joyful and proud especially because of triumph or success
Triumphant,"νικηφόρος, ὑπέρτερος, γεγηθώς, κρείσσων",joyful and proud especially because of triumph or success
,,experiencing triumph
Trivial,"βραχύς, βαιός, μικρός, ὀλίγος, ἀσθενής, ληρώδης, φαῦλος, σμικρός, λεπτός",(informal) small and of little importance
,,of little substance or significance
,,concerned with trivialities
Triviality,"μικρότης, μικρολογία, φαυλότης, λῆρος, φλυαρία",the quality of being unimportant and petty or frivolous
,,a detail that is considered insignificant
,,something of small importance
Trochee,τροχαῖος,a metrical unit with stressed-unstressed syllables
Troop,"συρρεῖν, συνέρχεσθαι",a group of soldiers
,,a cavalry unit corresponding to an infantry company
,,a unit of Girl or Boy Scouts
,,an orderly crowd
,,march in a procession
,,move or march as if in a crowd
Trooper,ἱππεύς,a soldier in a motorized army unit
,,a mounted policeman
,,a state police officer
,,a soldier mounted on horseback
Troops,"στρατός, στρατιῶται, στράτευμα, στρατιά",soldiers collectively
,,a group of soldiers
,,a cavalry unit corresponding to an infantry company
,,a unit of Girl or Boy Scouts
,,an orderly crowd
,,march in a procession
,,move or march as if in a crowd
Trophy,"ἀγρεύματα, ἱστάναι, τροπαῖον, μνημεῖον, μνῆμα",an award for success in war or hunting
,,something given as a token of victory
Trot,δρόμος,a slow pace of running
,,radicals who support Trotsky's theory that socialism must be established throughout the world by continuing revolution
,,a literal translation used in studying a foreign language (often used illicitly)
,,a gait faster than a walk; diagonally opposite legs strike the ground together
,,run at a moderately swift pace
,,ride at a trot
,,cause to trot
Trotting,δρομαῖος,run at a moderately swift pace
,,ride at a trot
,,cause to trot
Troth,"τά, πιστώματα, δεξίωμα, πίστις, πιστόν, δεξιά, πιστοῦσθαι",a mutual promise to marry
,,a solemn pledge of fidelity
Troubadour,"ᾠδός, ἀοιδός, ῥαψῳδός",a singer of folk songs
Trouble,"ἀνιᾶν, λυπεῖν, διοχλεῖν, θράσσειν, ἀπορεῖν, ἀποκναίειν, κλονεῖν, ταράσσειν, βαρύνεσθαι, ἀμηχανεῖν, πονεῖν, φροντίζειν, ἐνοχλεῖν, ὀχλεῖν, κάμνειν, στροβεῖν",a source of difficulty
,,an angry disturbance
,,an event causing distress or pain
,,an effort that is inconvenient
,,a strong feeling of anxiety
,,an unwanted pregnancy
,,move deeply
,,to cause inconvenience or discomfort to
,,disturb in mind or make uneasy or cause to be worried or alarmed
,,take the trouble to do something; concern oneself
,,cause bodily suffering to and make sick or indisposed
Troubler,ταράκτωρ,someone who deliberately stirs up trouble
Troublesome,"δυσχερής, ἀνιαρός, δυσπόνητος, λυπηρός, ὀχλώδης, κακός, ἀχθεινός, πολύπονος, χαλεπός, ἄπορος, προσάντης, ἐπαχθής, ἐπίπονος, λυπρός, ἐμβριθής, πραγματώδης",difficult to deal with
Troublesomeness,"δυσχέρεια, βαρύτης",a difficulty that causes anxiety
Troublous,κακός,full of trouble
Trough,"κάρδοπος, πίστρον, μάκτρα, σκάφη",a narrow depression (as in the earth or between ocean waves or in the ocean bed)
,,a channel along the eaves or on the roof; collects and carries away rainwater
,,a concave shape with an open top
,,a treasury for government funds
,,a long narrow shallow receptacle
,,a container (usually in a barn or stable) from which cattle or horses feed
Trounce,ῥαβδίζειν,beat severely with a whip or rod
,,"come out better in a competition, race, or conflict"
,,censure severely or angrily
Trousers,"θύλακοι, ἀναξυρίδες","(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately"
,,a garment (or part of a garment) designed for or relating to trousers
Trowel,ὑπαγωγεύς,a small hand tool with a handle and flat metal blade; used for scooping or spreading plaster or similar materials
,,use a trowel on; for light garden work or plaster work
Truant,"αὐτόμολος, δραπέτης, δραπετεύειν",one who is absent from school without permission
,,someone who shirks duty
,,absent without permission
Truce,"ἐκεχειρία, ἔκσπονδος, ἀνοκωχή, ὑπόσπονδος, παρασπονδεῖν, παράσπονδος, σπένδεσθαι, ἔνσπονδος, ἔα, ἀκηρυκτί, σπονδαί",a state of peace agreed to between opponents so they can discuss peace terms
Truckling,"θωπεύματα, θωπεία",the act of obeying meanly (especially obeying in a humble manner or for unworthy reasons)
,,yield to out of weakness
,,try to gain favor by cringing or flattering
Truculence,"ὠμότης, ὕβρις",obstreperous and defiant aggressiveness
Truculent,"ὑβριστικός, ὠμός, σχέτλιος, ὑβρίζειν",defiantly aggressive
Truculently,"ὑβριστικῶς, ὠμῶς, σχετλίως",in an aggressively truculent manner
,,in a defiantly truculent manner
True,"ἐτήτυμος, ὀρθός, γνήσιος, ναμερτής, ἀψευδής, ἐκβαίνειν, ἐξέρχεσθαι, ἀποβαίνειν, ἀληθής, λόγος, ἐξήκειν, ἰθαγενής, μῦθος, σαφής, ἔτυμος",proper alignment; the property possessed by something that is in correct or proper alignment
,,"make level, square, balanced, or concentric"
,,consistent with fact or reality; not false; ; - B. Russell
,,accurately placed or thrown
,,devoted (sometimes fanatically) to a cause or concept or truth
,,expressing or given to expressing the truth
,,conforming to definitive criteria
,,worthy of being depended on
,,not pretended; sincerely felt or expressed
,,rightly so called
,,determined with reference to the earth's axis rather than the magnetic poles
,,having a legally established claim
,,in tune; accurate in pitch
,,accurately fitted; level
,,as acknowledged
Truism,"ἀρχαῖα, τά",an obvious truth
Truly,"τοι, ἀληθινῶς, δῆθεν, ὄντως, ἀκιβδήλως, ἀδόλως, ὀρθῶς, ἐτύμως, ἐτητύμως, ἀληθῶς, γνησίως, δή",in accordance with truth or fact or reality
,,by right
,,with sincerity; without pretense
,,in fact (used as intensifiers or sentence modifiers)
Trump,"συσκευάζειν, πλάσσειν, συμπλάσσειν, δικορραφεῖν, κατασκευάζειν",a playing card in the suit that has been declared trumps
,,(card games) the suit that has been declared to rank above all other suits for the duration of the hand
,,a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves
,,produce a sound as if from a trumpet
,,get the better of
,,play a trump
,,proclaim or announce with or as if with a fanfare
Trumpery,φαῦλος,nonsensical talk or writing
,,ornamental objects of no great value
Trumpet,"ἐσήμηνε, σαλπίζειν, σάλπιγξ, ἐσάλπιξε",a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves
,,"proclaim on, or as if on, a trumpet"
,,play or blow on the trumpet
,,utter in trumpet-like sounds
Trumpeter,σαλπιγκτής,a musician who plays the trumpet or cornet
,,(formal) a person who announces important news
,,large gregarious crane-like bird of the forests of South America having glossy black plumage and a loud prolonged cry; easily domesticated
,,large pure white wild swan of western North America having a sonorous cry
Truncate,"κολούειν, συντέμνειν",replace a corner by a plane
,,approximate by ignoring all terms beyond a chosen one
,,make shorter as if by cutting off
,,terminating abruptly by having or as if having an end or point cut off
Truncheon,ῥάβδος,a short stout club used primarily by policemen
Trundle,κυλινδεῖν,a low bed to be slid under a higher bed
,,small wheel or roller
,,move heavily
Trunk,"πρέμνον, θήκη, κύτος, στέλεχος, κορμός",the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber
,,luggage consisting of a large strong case used when traveling or for storage
,,the body excluding the head and neck and limbs
,,compartment in an automobile that carries luggage or shopping or tools
,,a long flexible snout as of an elephant
Trust,"διαπιστεύειν, θαρσεῖν, εἰσχειρίζειν, ἐπιτρέπειν, πίσυνος, πείθεσθαι, πιστός, ἰσχυρίζεσθαι, ἐλπίζειν, ἐγχειρίζειν, πιστεύειν",something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)
,,certainty based on past experience
,,the trait of believing in the honesty and reliability of others
,,a consortium of independent organizations formed to limit competition by controlling the production and distribution of a product or service
,,complete confidence in a person or plan etc
,,a trustful relationship
,,have confidence or faith in
,,allow without fear
,,be confident about something
,,expect and wish
,,confer a trust upon
,,extend credit to
Trustee,"ἐπιτροπεύειν, ἐπίτροπος, κηδεμών",a person (or institution) to whom legal title to property is entrusted to use for another's benefit
,,members of a governing board
Trusteeship,"ἐπιτροπεία, ἐπιτρόπευσις",a dependent country; administered by another country under the supervision of the United Nations
,,the position of trustee
Trustful,"εὐεξαπάτητος, εὐήθης",inclined to believe or confide readily; full of trust; - Nordhoff & Hall
Trustfully,εὐπίστως,with trust; in a trusting manner
,,in a trustful manner
Trustfulness,πίστις,the trait of believing in the honesty and reliability of others
Trustiness,"πιστότης, πίστις",the trait of deserving trust and confidence
Trustworthiness,πίστις,the trait of deserving trust and confidence
Trustworthy,"ἀξιόπιστος, ἐχέγγυος, ἀξιόχρεως, φερέγγυος",worthy of trust or belief
,,taking responsibility for one's conduct and obligations
Trusty,"πιστός, ἀσφαλής, βέβαιος",a convict who is considered trustworthy and granted special privileges
,,worthy of trust or belief
Truth,"τἀληθές, τοι, κάρτα, ὄντως, ἦ, ἀλήθεια, ἀψευδεῖν, ἀληθεύειν, ναμέρτεια, ὀρθότης",a fact that has been verified
,,conformity to reality or actuality
,,a true statement
,,the quality of being near to the true value
,,United States abolitionist and feminist who was freed from slavery and became a leading advocate of the abolition of slavery and for the rights of women (1797-1883)
Truthful,"ἀκριβής, ἀψευδής, ἀληθής",expressing or given to expressing the truth
,,conforming to truth
Truthfully,"ἀκριβῶς, ἀληθῶς",with truth
Truthfulness,"τἀληθές, ἀκρίβεια, ἀλήθεια",the quality of being truthful
Try,"κρίνεσθαι, δοκιμάζειν, κρίνειν, γεύεσθαι, διαπειρᾶσθαι, δικάζειν, ἐξελέγχειν, ἐλέγχειν, πειρᾶσθαι, ἐκπειρᾶσθαι, δικάζεσθαι, ἐγχειρεῖν, γυμνάζειν, ἀγωνίζεσθαι, βασανίζειν, πειρᾶν, πιέζειν, ἐπιχειρεῖν, ἀποπειρᾶσθαι, τείρειν",earnest and conscientious activity intended to do or accomplish something
,,make an effort or attempt
,,"put to the test, as for its quality, or give experimental use to"
,,put on trial or hear a case and sit as the judge at the trial of
,,take a sample of
,,examine or hear (evidence or a case) by judicial process
,,give pain or trouble to
,,test the limits of
,,melt (fat or lard) in order to separate out impurities
,,put on a garment in order to see whether it fits and looks nice
Trying,"χαλεπός, βαρύς",make an effort or attempt
,,"put to the test, as for its quality, or give experimental use to"
,,put on trial or hear a case and sit as the judge at the trial of
,,take a sample of
,,examine or hear (evidence or a case) by judicial process
,,give pain or trouble to
,,test the limits of
,,melt (fat or lard) in order to separate out impurities
,,put on a garment in order to see whether it fits and looks nice
,,hard to endure
,,extremely irritating to the nerves
Tub,"πύελος, ἀγγεῖον, σκάφη",a relatively large open container that you fill with water and use to wash the body
,,a large open vessel for holding or storing liquids
,,the amount that a tub will hold
Tube,"χοάνη, αὐλών, αὐλός, χώνη, ὀχετός",conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases
,,electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope
,,a hollow cylindrical shape
,,(anatomy) any hollow cylindrical body structure
,,an electric railway operating below the surface of the ground (usually in a city)
,,provide with a tube or insert a tube into
,,convey in a tube
,,ride or float on an inflated tube
,,place or enclose in a tube
Tubular,κοῖλος,constituting a tube; having hollow tubes (as for the passage of fluids)
Tuck,"κόλπος, στολίδες",eatables (especially sweets)
,,(sports) a bodily position adopted in some sports (such as diving or skiing) in which the knees are bent and the thighs are drawn close to the chest
,,a narrow flattened pleat or fold that is stitched in place
,,a straight sword with a narrow blade and two edges
,,fit snugly into
,,make a tuck or several folds in
,,draw together into folds or puckers
Tuft,κρώβυλος,a bunch of hair or feathers or growing grass
,,a bunch of feathers or hair
Tug,"ἀγών, πόνος",a sudden abrupt pull
,,a powerful small boat designed to pull or push larger ships
,,pull hard
,,strive and make an effort to reach a goal
,,tow (a vessel) with a tug
,,carry with difficulty
,,move by pulling hard
,,pull or strain hard at
,,struggle in opposition
Tumble,"κυλινδεῖν, κυλίνδεσθαι, ἐκκυλίνδεσθαι, κυβιστᾶν, ἐκνεύειν, καταρρεῖν, ἐκκυβιστᾶν, κυλινδεῖσθαι, πίπτειν, ἐκπίπτειν",an acrobatic feat of rolling or turning end over end
,,a sudden drop from an upright position
,,"fall down, as if collapsing"
,,cause to topple or tumble by pushing
,,"roll over and over, back and forth"
,,fly around
,,fall apart
,,throw together in a confused mass
,,"understand, usually after some initial difficulty"
,,fall suddenly and sharply
,,"put clothes in a tumbling barrel, where they are whirled about in hot air, usually with the purpose of drying"
,,"suffer a sudden downfall, overthrow, or defeat"
,,"do gymnastics, roll and turn skillfully"
Tumbler,"κυβιστᾶν, κυβιστητήρ",a gymnast who performs rolls and somersaults and twists etc.
,,a glass with a flat bottom but no handle or stem; originally had a round bottom
,,a movable obstruction in a lock that must be adjusted to a given position (as by a key) before the bolt can be thrown
,,pigeon that executes backward somersaults in flight or on the ground
Tumbrel,ἅμαξα,a farm dumpcart for carrying dung; carts of this type were used to carry prisoners to the guillotine during the French Revolution
Tumid,ὀγκώδης,ostentatiously lofty in style
,,abnormally distended especially by fluids or gas
,,of sexual organs; stiff and rigid
Tumour,"οἴδημα, φῦμα",an abnormal new mass of tissue that serves no purpose
Tumult,"στάσις, στασιάζειν, ταραγμός, συγχεῖν, ὄχλος, τάραγμα, ταράσσειν, ταραχή, θόρυβος, συνταράσσειν",a state of commotion and noise and confusion
,,violent agitation
,,the act of making a noisy disturbance
Tumultuous,"συμμιγής, ἄκοσμος, ἀσύντακτος, ἄτακτος, σύμμικτος, μιγάς, ταραχώδης",characterized by unrest or disorder or insubordination
Tumultuously,"φύρδην, ἀτάκτως, χύδην, ταραχώδως, εἰκῆ",in a tumultuous and riotous manner
Tumultuousness,"ἀταξία, ἀκοσμία",a state of commotion and noise and confusion
Tun,πίθος,a large cask especially one holding a volume equivalent to 2 butts or 252 gals
Tune,"ἀναβάλλεσθαι, ἁρμόζειν",a succession of notes forming a distinctive sequence
,,the property of producing accurately a note of a given pitch
,,the adjustment of a radio receiver or other circuit to a required frequency
,,adjust for (better) functioning
,,adjust the pitches of (musical instruments)
Tuneful,"εὔφωνος, εὔρυθμος, ἐμμελής, μελῳδός",having a musical sound; especially a pleasing tune
Tunefully,"ἐμμελῶς, εὐρύθμως",in a melodious manner
Tunefulness,"ἁρμονία, εὐρυθμία",the property of having a melody
Tunic,"ἐπενδύτης, χιτών, χιτωνίσκος",an enveloping or covering membrane or layer of body tissue
,,any of a variety of loose fitting cloaks extending to the hips or knees
Tunnel,διορύσσειν,"a passageway through or under something, usually underground (especially one for trains or cars)"
,,"a hole made by an animal, usually for shelter"
,,move through by or as by digging
,,force a way through
Tunny,"πηλαμύς, θύννος",important warm-water fatty fish of the genus Thunnus of the family Scombridae; usually served as steaks
,,any very large marine food and game fish of the genus Thunnus; related to mackerel; chiefly of warm waters
Turban,μίτρα,a traditional Muslim headdress consisting of a long scarf wrapped around the head
,,a small round woman's hat
Turbid,θολερός,(of liquids) clouded as with sediment
Turbot,ψῆσσα,flesh of a large European flatfish
,,a large brownish European flatfish
Turbulence,"θόρυβος, στάσις, ταραχή",unstable flow of a liquid or gas
,,instability in the atmosphere
,,a state of violent disturbance and disorder (as in politics or social conditions generally)
Turbulent,"θορυβώδης, στασιωτικός, ὀχλώδης, ταραχώδης, λαβρός, ἀκόλαστος, στασιαστικός",characterized by unrest or disorder or insubordination
,,(of a liquid) agitated vigorously; in a state of turbulence
Turbulently,"ταραχώδως, στασιαστικῶς",in a turbulent manner; with turbulence
,,in a stormy or violent manner
Turf,"βοτάνη, λειμών, ἱπποδρομία, ποία, χλόη, πόα",surface layer of ground containing a mat of grass and grass roots
,,the territory claimed by a juvenile gang as its own
,,range of jurisdiction or influence
,,cover (the ground) with a surface layer of grass or grass roots
Turgid,"ὀγκώδης, σεμνός",ostentatiously lofty in style
,,abnormally distended especially by fluids or gas
Turgidity,"σεμνόν, ὄγκος",pompously embellished language
Turgidly,σεμνῶς,in a turgid manner
Turmoil,"ταραγμός, ὄχλος, τάραγμα, ταραχή, θόρυβος",a violent disturbance
,,violent agitation
,,disturbance usually in protest
Turn,"ἐφεξῆς, παραλλάξ, ῥοπή, εὐεργεσία, ἑξῆς, ὑπουργία, χάρις, αὖθις, καιρός, στροφή, ἀντακούειν, κακόν, διάδοχος, μεταβολή, παρὰμέρος, αὖ, ὥρα, μετάστασις, ἀντι, μέρος",a circular segment of a curve
,,the act of changing or reversing the direction of the course
,,(game) the activity of doing something in an agreed succession
,,an unforeseen development
,,a movement in a new direction
,,the act of turning away or in the opposite direction
,,turning or twisting around (in place)
,,a time for working (after which you will be relieved by someone else)
,,(sports) a division during which one team is on the offensive
,,a short theatrical performance that is part of a longer program
,,a favor for someone
,,taking a short walk out and back
,,"change orientation or direction, also in the abstract sense"
,,undergo a transformation or a change of position or action
,,undergo a change or development
,,cause to move around or rotate
,,change to the contrary
,,pass to the other side of
,,"pass into a condition gradually, take on a specific property or attribute; become"
,,let (something) fall or spill from a container
,,move around an axis or a center
,,cause to move around a center so as to show another side of
,,to send or let go
,,to break and turn over earth especially with a plow
,,shape by rotating on a lathe or cutting device or a wheel
,,change color
,,twist suddenly so as to sprain
,,cause to change or turn into something different;assume new characteristics
,,accomplish by rotating
,,get by buying and selling
,,cause to move along an axis or into a new direction
,,"channel one's attention, interest, thought, or attention toward or away from something"
,,cause (a plastic object) to assume a crooked or angular form
,,alter the functioning or setting of
,,direct at someone
,,have recourse to or make an appeal or request for help or information to
,,go sour or spoil
,,become officially one year older
Turning,"μεταβολή, ῥοπή, στροφή, στήλη, κάμπτειν, καμπή, καμπτήρ",the act of changing or reversing the direction of the course
,,act of changing in practice or custom
,,a shaving created when something is produced by turning it on a lathe
,,a movement in a new direction
,,the end-product created by shaping something on a lathe
,,the activity of shaping something on a lathe
,,"change orientation or direction, also in the abstract sense"
,,undergo a transformation or a change of position or action
,,undergo a change or development
,,cause to move around or rotate
,,change to the contrary
,,pass to the other side of
,,"pass into a condition gradually, take on a specific property or attribute; become"
,,let (something) fall or spill from a container
,,move around an axis or a center
,,cause to move around a center so as to show another side of
,,to send or let go
,,to break and turn over earth especially with a plow
,,shape by rotating on a lathe or cutting device or a wheel
,,change color
,,twist suddenly so as to sprain
,,cause to change or turn into something different;assume new characteristics
,,accomplish by rotating
